date,benchmark_close,observed_pe,negative_earnings_flag,eps_confidence,eps_disagreement,eps_approximation_flag,eps_staleness_days,eps_period_age_days,pe_history_count,p_bear,p_sideways,p_bull,regime_entropy,regime_agreement,market_regime,forecast_p_bear,forecast_p_sideways,forecast_p_bull,rule_p_bear,rule_p_sideways,rule_p_bull,sjm3_p_bear,sjm3_p_sideways,sjm3_p_bull,sjm2_gate_p_bear,sjm2_gate_p_sideways,sjm2_gate_p_bull,hmm3_p_bear,hmm3_p_sideways,hmm3_p_bull,benchmark_return_1,benchmark_return_5,benchmark_return_21,benchmark_return_63,benchmark_return_126,benchmark_return_252,benchmark_realized_vol_10,benchmark_realized_vol_20,benchmark_realized_vol_63,benchmark_price_vs_sma_50,benchmark_price_vs_sma_200,benchmark_sma_50_vs_200,benchmark_sma_200_slope_20,benchmark_drawdown_252,benchmark_trend_efficiency_63,benchmark_volume_log_z_63,stock_return_63,stock_return_126,eps_ttm_growth_126,eps_ttm_growth_252,pe_median_252_lag,pe_median_756_lag,pe_bear_median,pe_sideways_median,pe_bull_median,pe_bear_effective_history,pe_sideways_effective_history,pe_bull_effective_history,statistical_expected_pe,ml_expected_pe,expected_pe,pe_gap_percent,valuation_state
2015-01-21,58.92072619387295,28.26920528761906,0,96.0,,False,15.0,21.0,514,0.3745537807283963,0.3344827870666601,0.2909634322049437,0.9952062955220816,0.9530915335546296,BEAR,,,,0.3745537807283963,0.3344827870666601,0.2909634322049437,,,,,,,,,,0.0077236970768423,-0.0217997242454176,-0.0229544619234766,-0.0394269699627563,-0.1275438360850407,-0.1613592048157108,0.1495982278099737,0.1873352072320074,0.168108421417285,-0.0312117648901447,-0.0747831088484042,-0.0449750960831173,-0.0082638161968021,-0.1830737266691879,0.073803965476143,1.1008065373699094,0.3605303198642515,0.3578348209426989,0.0736883247234054,0.1326598306093502,22.00094478564963,22.99589651509869,22.542977052586405,22.561534995545607,22.829060674162868,127.74707878557795,101.3972248782442,87.85569633617783,22.170703934362425,27.947868740021185,27.946236563217976,0.0115567877510263,NORMAL_FOR_CONDITIONS
2015-01-22,59.55708371929278,28.432172472969093,0,96.0,,False,16.0,22.0,515,0.3706502496816982,0.3359916614721897,0.2933580888461121,0.9958815410579742,0.9527987687261272,BEAR,,,,0.3706502496816982,0.3359916614721897,0.2933580888461121,,,,,,,,,,0.0108002322192355,0.0082954021607843,-0.0204444032833072,-0.0352208730733679,-0.1278142003208878,-0.1379402932171649,0.1590309217758479,0.1693431847497765,0.169073457843054,-0.0201067087083313,-0.0645343064291641,-0.0453392202147537,-0.0080371965944301,-0.1742507332112205,0.0658612396879711,-0.1988824289921511,0.3844481920746609,0.3452839980075735,0.0736883247234054,0.1326598306093502,22.022128947922923,22.997101072246732,22.55603912906172,22.584128131913754,22.82959996762294,128.12163256630637,101.73170766531086,88.14665976838279,22.18836635298272,27.70676292912216,27.70527583192419,0.0262367588561352,NORMAL_FOR_CONDITIONS
2015-01-23,59.68500280897753,28.10403429754309,0,96.0,,False,17.0,23.0,516,0.370858796101033,0.3352398145331438,0.2939013893658231,0.9959287323244352,0.9528144097075776,BEAR,,,,0.370858796101033,0.3352398145331438,0.2939013893658231,,,,,,,,,,0.0021478400501888,0.0147751033534275,0.0069572848105747,-0.0407439413481452,-0.1230884244801934,-0.1374686696146749,0.1567938077939964,0.1636664409418963,0.1682945158379016,-0.0176239132650577,-0.0622752307016097,-0.0454523659924954,-0.0078435688703013,-0.1724771558645974,0.0776410541629165,0.7582461900584287,0.3706034257071622,0.3103805360103326,0.0736883247234054,0.1326598306093502,22.05604860236705,22.99825984186291,22.574651010930666,22.60754033247748,22.82969969989873,128.49228281598806,102.06769932678304,88.4400178572289,22.20573366507572,27.42510221833895,27.423753663361616,0.024806255282636,NORMAL_FOR_CONDITIONS
2015-01-26,58.2428035542103,28.93125502934862,0,96.0,,False,20.0,26.0,517,0.3835504418074013,0.3280451702852493,0.2884043879073493,0.9937904148501052,0.953766283135555,BEAR,,,,0.3835504418074013,0.3280451702852493,0.2884043879073493,,,,,,,,,,-0.0241635115505146,-0.0150094912743764,-0.0292134814768447,-0.0735923963900739,-0.1461163570463188,-0.156291369796338,0.1918061785477555,0.1804073069550157,0.1733530676913638,-0.0404724789235454,-0.0846325004242247,-0.0460226731705808,-0.007631452246262,-0.1924730136671779,0.138341410471162,0.3608085701431907,0.4061686690796993,0.3437773368187951,0.0736883247234054,0.1326598306093502,22.11252243086272,22.99941861147909,22.595925422347893,22.6309516802754,22.830838100182444,128.8631416120891,102.40293914131618,88.73391924659472,22.22022262226193,28.34159922881897,28.340045965026405,0.0208612598953371,NORMAL_FOR_CONDITIONS
2015-01-27,57.65320468325714,28.57009308838644,0,96.0,,False,21.0,27.0,518,0.3913658390351653,0.3226241292274387,0.286010031737396,0.9922756289236034,0.9543524379276374,BEAR,,,,0.3913658390351653,0.3226241292274387,0.286010031737396,,,,,,,,,,-0.0101231196812904,-0.0139547774653641,-0.0271899558269282,-0.1014089131963726,-0.1548037714326843,-0.1414010013008978,0.1858160736460848,0.1821694595997901,0.1686254893562676,-0.0490730543876994,-0.093559270044909,-0.0467819487737461,-0.007504182750723,-0.2006477059956969,0.1987049805998412,1.4492467596088534,0.3798421804600569,0.2983678220534256,0.0736883247234054,0.1326598306093502,22.182520524256766,23.012826989849835,22.62188779249186,22.66032493710083,22.83887930003222,129.2466920538965,102.73098431160145,89.02232363450207,22.237462803041417,27.98626608229052,27.984878059384947,0.0209118305879212,NORMAL_FOR_CONDITIONS
2015-01-28,58.53268680777389,28.80812869246321,0,96.0,,False,22.0,28.0,519,0.3833461051488492,0.3272920056968845,0.2893618891542663,0.9939294528456124,0.9537509578861636,BEAR,,,,0.3833461051488492,0.3272920056968845,0.2893618891542663,,,,,,,,,,0.0152546962367239,-0.0065857875685756,-0.0166880653929045,-0.0796553969894802,-0.1469600359563739,-0.1013642770223639,0.2105824186575151,0.1909744621829998,0.1713064706812319,-0.0335755715106212,-0.0794482465532333,-0.0474663860828888,-0.0073997174679772,-0.1884538295645329,0.1532248843892435,-0.553923687300093,0.3796439909612819,0.2912049017158165,0.0736883247234054,0.1326598306093502,22.21901331034499,23.026235368220576,22.653798769927366,22.68956293645255,22.8468537412012,129.63805789293167,103.05360844082888,89.30833366623946,22.255985577096155,28.65504336543336,28.653541186608443,0.0053950576247454,NORMAL_FOR_CONDITIONS
2015-01-29,58.280236813999394,27.40634752887148,0,96.0,,False,23.0,29.0,520,0.3856984173839539,0.3261089653680752,0.2881926172479709,0.9934492107172106,0.9539273813037964,BEAR,,,,0.3856984173839539,0.3261089653680752,0.2881926172479709,,,,,,,,,,-0.0043129746393423,-0.0214390434446299,-0.0243142256914629,-0.0844518236228005,-0.1449088700807402,-0.1144115139933071,0.1896054161878439,0.1842201638294743,0.1713499394924911,-0.0361811436996142,-0.0831946533580267,-0.048778366755423,-0.0073148106650778,-0.1919540076162764,0.1616446353174483,0.3897711484615941,0.3352349618244146,0.2223695847146394,0.0736883247234054,0.1326598306093502,22.246350737945093,23.026838408473868,22.68841127031564,22.700242943186822,22.84791710706565,130.0214039980805,103.38090044652576,89.59769555539373,22.273409069812693,27.883503073122448,27.8822646614858,-0.0170688119631726,NORMAL_FOR_CONDITIONS
2015-01-30,57.36531766910487,27.94440958263358,0,96.0,,False,24.0,30.0,521,0.3932510766996321,0.3223934225925434,0.2843555007078243,0.9917541891994665,0.9544938307524724,BEAR,,,,0.3932510766996321,0.3223934225925434,0.2843555007078243,,,,,,,,,,-0.0156986174887119,-0.0388654608477918,-0.0517321676474592,-0.0996119966045744,-0.1511016241834568,-0.0808337579708566,0.2030016676027271,0.1875723687077548,0.1736872362276496,-0.0494048051221684,-0.0973333356411274,-0.050419495887646,-0.007342055170431,-0.2046392125639952,0.1860224385767617,-1.0798858441113286,0.3712453054808922,0.2537730054988694,0.0736883247234054,0.1326598306093502,22.27028529152081,23.02744144872716,22.70113274135444,22.70913086374854,22.848473774346196,130.40710241546446,103.70700941189384,89.8858881726417,22.28643626809255,27.99623594102985,27.99500792479048,-0.0018074058879652,NORMAL_FOR_CONDITIONS
2015-02-02,57.93790757423618,28.55350883601477,0,96.0,,False,27.0,33.0,522,0.3891118410681713,0.3246257516794691,0.2862624072523594,0.9926879317992116,0.9541833880801128,BEAR,,,,0.3891118410681713,0.3246257516794691,0.2862624072523594,,,,,,,,,,0.0099814649059233,-0.0052349124933578,-0.0487672291958479,-0.0903257452035614,-0.1442082352139534,-0.0745401315566186,0.2091902239610568,0.1729601687174694,0.1752138375011784,-0.038041938152823,-0.0880934278395921,-0.0520308438297808,-0.0072789115644067,-0.1967003467766552,0.1659420078747785,0.7337170878818429,0.3896878146047564,0.2906650779458561,0.0736883247234054,0.1326598306093502,22.314664149842912,23.027541585428413,22.71247700219832,22.725116348049777,22.854434022170107,130.8003534921641,104.02940283448638,90.17024367334956,22.302611237013288,28.25100263483976,28.249768406507474,0.0107519617554574,NORMAL_FOR_CONDITIONS
2015-02-03,57.94699554252389,28.388319881251583,0,96.0,,False,28.0,34.0,523,0.3883341063522155,0.3255046199441105,0.2861612737036738,0.9928028199270604,0.954125057976416,BEAR,,,,0.3883341063522155,0.3255046199441105,0.2861612737036738,,,,,,,,,,0.0001568570331273,0.0050958287727598,-0.0241432169287537,-0.0843489791172207,-0.1482217256684148,-0.0645672326995698,0.2028729491229696,0.1712041027685577,0.1749604408746194,-0.0362377532919019,-0.0877070797186042,-0.0534045887380471,-0.0071253731713357,-0.1965743435763383,0.1557568162168577,-1.860661334194198,0.3710239871260405,0.3159586408234922,0.0736883247234054,0.1326598306093502,22.36210684410716,23.027641722129665,22.731681034121863,22.742307828882502,22.864362522838235,131.18946533323228,104.35402858616584,90.45650608060188,22.31958767575425,28.438496044676903,28.437274377918527,-0.0017214904641127,NORMAL_FOR_CONDITIONS
2015-02-04,58.46441313569441,28.49927898905837,0,96.0,,False,29.0,35.0,524,0.3820480646861892,0.3298401642973343,0.2881117710164765,0.9939626040112948,0.953653604851464,BEAR,,,,0.3820480646861892,0.3298401642973343,0.2881117710164765,,,,,,,,,,0.0089291530704265,-0.001166419581997,-0.0076380272433607,-0.0616565658717903,-0.1429420662346222,-0.0796685593806949,0.2043736865334657,0.1743757128901739,0.1737354729746539,-0.0263988798210735,-0.0793935958949166,-0.0544316506785693,-0.0068866620244995,-0.1894004329094235,0.1136226351635416,0.0879697499671103,0.3759322743506064,0.339215705053723,0.0736883247234054,0.1326598306093502,22.375605231652223,23.03268156726281,22.75692575767442,22.778401011346,22.87170011586326,131.57779943958448,104.67953320610997,90.74266735430557,22.33689014999927,28.80768184574228,28.80643728244865,-0.0106628351982082,NORMAL_FOR_CONDITIONS
2015-02-05,58.59702433747132,28.59921640873229,0,96.0,,False,30.0,36.0,525,0.3815296366230501,0.330018372971235,0.2884519904057148,0.9940732836758072,0.9536147227467288,BEAR,,,,0.3815296366230501,0.330018372971235,0.2884519904057148,,,,,,,,,,0.0022682379701499,0.0054355908759078,-0.0076425792182592,-0.0611908485527417,-0.1354606547726844,-0.0675002342681569,0.1952202718437941,0.1746096526552152,0.1737705707493052,-0.0226225316153595,-0.0771413337520819,-0.0557807028504845,-0.0066217619864864,-0.1875618001927615,0.112889766038315,-1.9881992305311784,0.370311970640323,0.3567711460407052,0.0736883247234054,0.1326598306093502,22.39372838876094,23.03772141239595,22.798641991714945,22.81988610067244,22.87505992039675,131.95984750427067,105.0093733704073,91.03077912532206,22.353603414691158,28.844836497540854,28.843636091447294,-0.0084739552926019,NORMAL_FOR_CONDITIONS
2015-02-06,58.937529832654,28.285548118621996,0,96.0,,False,31.0,37.0,526,0.3778409964070039,0.332499542056738,0.2896594615362581,0.9946811726463716,0.9533380747305252,BEAR,,,,0.3778409964070039,0.332499542056738,0.2896594615362581,,,,,,,,,,0.0058109690557262,0.0274070157271328,-0.0004828875101059,-0.0484347363055711,-0.1351802636172229,-0.0734450376672208,0.1980324687733995,0.1745106427311455,0.173752032845328,-0.0156681378788855,-0.0716016387910023,-0.0568238244280612,-0.0064091043314875,-0.1828407469539917,0.0890348514744953,-0.2068679311737472,0.339523424436166,0.3662890608484928,0.0736883247234054,0.1326598306093502,22.41094422804628,23.0419590582531,22.828852960731943,22.82912711809437,22.87767691421924,132.3413771408937,105.33939174337851,91.31923111572776,22.37089944646962,28.554661086191143,28.553569123377272,-0.0093866025503565,NORMAL_FOR_CONDITIONS
2015-02-09,59.21774054068337,28.602955922109057,0,96.0,,False,34.0,40.0,527,0.3760525803415848,0.3333109090867445,0.2906365105716706,0.99500568624436,0.9532039435256188,BEAR,,,,0.3760525803415848,0.3333109090867445,0.2906365105716706,,,,,,,,,,0.004754368037225,0.0220897339933676,-0.0017421012172822,-0.0455307296518878,-0.1259259677931429,-0.0606813753237865,0.1508886215377288,0.1718057807606457,0.1740357419766191,-0.0100188336291542,-0.067002035776766,-0.0575598850597384,-0.0062549581872579,-0.1789556711199871,0.0834052521498268,0.3674249462996113,0.3195628032251332,0.3662588273295279,0.0736883247234054,0.1326598306093502,22.42939998779184,23.046196704110248,22.82924300949269,22.829618230734237,22.87939660393174,132.71921813730071,105.67189128543528,91.60889057726402,22.387147135366423,28.250048014989748,28.24905570148869,0.0125278602003579,NORMAL_FOR_CONDITIONS
2015-02-10,59.71860060079853,28.21068241095682,0,96.0,,False,35.0,41.0,528,0.370982516438504,0.3365146985963784,0.2925027849651175,0.99574456690001,0.9528236887328878,BEAR,,,,0.370982516438504,0.3365146985963784,0.2925027849651175,,,,,,,,,,0.0084579393867798,0.0305728544109689,-0.0027504915692412,-0.0297417253946083,-0.114891923669031,-0.0539436315118833,0.1384112339460657,0.1724447705209532,0.1743528790430804,-0.0008269267493745,-0.0589638921008102,-0.0581850801506267,-0.0060537716910723,-0.1720113279524605,0.0540370651091456,-0.2214335100558435,0.2923006086385082,0.3154334546118635,0.0736883247234054,0.1326598306093502,22.451376698770368,23.05745684111573,22.829631212054963,22.8296976935419,22.8895583558054,133.0952707176423,106.005202194522,91.89952708783568,22.404528661141807,28.35271542869104,28.351745021930725,-0.0049754472207895,NORMAL_FOR_CONDITIONS
2015-02-11,61.27949439463827,27.950070291765428,0,96.0,,False,36.0,42.0,529,0.3582158299326118,0.3425321217678154,0.2992520482995728,0.9974175454600722,0.951866187244946,BEAR,,,,0.3582158299326118,0.3425321217678154,0.2992520482995728,,,,,,,,,,0.0261374810885783,0.0481503380938783,0.0157268704435211,0.0069792384474076,-0.0829656034648632,-0.0424603235594914,0.1701776947331879,0.1959722651453157,0.1806577802202406,0.025589132628301,-0.0343528743766343,-0.0584464139663031,-0.0057058475538254,-0.1503697896952609,0.0122246752627629,0.0199772998509123,0.260207818600906,0.3134829239839778,0.0736883247234054,0.1326598306093502,22.46838553938021,23.068716978121213,22.82969151564089,22.8299435392315,22.90708390419883,133.4662532340808,106.3417168931184,92.19202987280082,22.42236635389321,26.473126591846405,26.472510792270796,0.0558148605959221,NORMAL_FOR_CONDITIONS
2015-02-12,61.9840035410857,28.589447730698154,0,96.0,,False,37.0,43.0,530,0.3544137677238075,0.3425334604298658,0.3030527718463267,0.9979994928591702,0.9515810325792856,BEAR,,,,0.3544137677238075,0.3425334604298658,0.3030527718463267,,,,,,,,,,0.0114966540342256,0.0578012150260076,0.0290567220226847,0.0151727387997124,-0.0862899316450921,-0.0214720586138258,0.1653949857839006,0.1836289732206079,0.181966575037758,0.0372419284638472,-0.0233140272373492,-0.058381708297195,-0.0051657598106229,-0.1406018851103608,0.0262852358837783,-1.0803322184081203,0.2913207302499745,0.3243876159917414,0.0736883247234054,0.1326598306093502,22.480066190142697,23.075500228045577,22.829725451626697,22.838920404013344,22.92614756982413,133.8244690640134,106.6842490148862,92.49128192110038,22.43822030253064,27.25934939632409,27.25861542049486,0.04882244712997,NORMAL_FOR_CONDITIONS
